comment,hour,pos,neg
그르니깐요...예서가 엄마 과거 밝혀지고서 그럼 매년 호주에서 보내준 크리스마스 선물은 뭐였냐 엄마한테 따질때 아무말도 못한거보면 호주에서 산다는 자체도 뻥이었던걸로 보였는데...20회때 그장면 뜬금없었어요,2019-02-08 01:4,0,0
채경님^^  작가가 강준상과 그모친을 혜나와 친자로 연결시키지 않은 애매한 연출.. 무늬만 친자.. 좀 엉성해요.. 탄탄했던 스토리가 막방과 곽미향 집구석이 다 말아먹은듯,2019-02-08 01:4,1,0
곽미향 과거세탁 신분세탁까지 해서 사기결혼 한 독한 캐릭으로 표현해놓고 막회때 식구들 호주에서 살고 엄마성씨가 한씨라는거 보여주는거 어이없었음..작가님 갑자기 개과천선하는 곽미향 보여주려니까 얘가 아주 몹쓸짓..없는 소리한건 아니다..변호해주고 싶었던거임?,2019-02-08 01:3,0,2
냐 쓰앵님,2019-02-08 01:3,0,0
행복했던 지난날,2019-02-08 01:3,0,0
렉시님 굿밤요~^^,2019-02-08 01:3,0,0
많은 생각을 했던 여전히 이해되지않은 결말이지만. 곽미향만 불행해지는것도시모와 강준상은 또 너무 뻔뻔한거라..그냥 이 가족의 조금은 불행한듯한모습과 미향의 처절한 반성이 주가되는 20화였어야 하지 않나싶네요미향이가 가지지못한것들은혜나 죽음에 비하면 보잘것없는것들이고반성은 개미눈꼽이였네요사슴님 말씀처럼 청소년을 죽였을만큼의그에 대한 어떤 반전도 없어서 좋아했던 작품의 마지막이 참 아쉽습니다작가에 대한,2019-02-08 01:3,1,3
곽미향은 비로소 제일 소중한걸 깨달은거고 자기자리 찿은거고. 다갖고도 1까지 뺏으려 모르쇠로 일관 끝내 죽음에 이르게 한 책임은 또 다른 문제입니다. 그렇게 쉽게 일찍 평온하면 안되죠,2019-02-08 01:2,2,1
저를 언급하신grac님 감사요.제 글이 누군가에게 공감되었단느낌이네요~^^,2019-02-08 01:2,1,0
한서진도 문제많은 엄마이긴 하지만 15년이나 한가지 목적으로 딸과함께 평생을 다할 만큼 소중했던 예서의 자퇴에 의대 포기에 남편 출세가도 멈춤에 더 얼마나 벌을 받아야 속이 시원할까?  그리고 모든 사람들이 모두 완벽할까?? 우리모두는 스카이캐슬 의 부모들 처럼 모두 한가지 이상의 욕심과 이기심을 가지고 있다!가장 최선의 결말이었다고 본다!!,2019-02-08 01:1,1,3
사슴님! 신랑 미울때 많지만 명절때가 최고갑이죠ㅋ,2019-02-08 01:1,1,0
종영되었다길래 이제막 정주행 끝내고 왔는데 여기서 또 토론중일줄이야 ㅋㅋ,2019-02-08 01:1,1,0
에휴 스카이캐슬은 벌써끝나네,2019-02-08 01:1,0,0
곽미향 만큼은 정신병원에 가거나 악몽에 시달리게 끝났어도 됐을거를. 뭔 육이오때 결말이래,2019-02-08 01:0,0,1
적가가 어떻게든 희망을 쥐어짜고싶었나봄니다 미향같은 엄마들이 많으니까여 오죽하면 이런드라마가 나왔겠어여 ㅋ ㅋ ㅋ,2019-02-08 01:0,1,0
맞아여 드라마상으론 최악이죠 ㅋ ㅋ,2019-02-08 01:0,0,1
웬만한 드라마 결말에서 느끼지 못한 최악을 스캐에서 맛보았다.,2019-02-08 01:0,0,1
본방 보기 시작한 이후 늘 봤던 재방.. 막방 후 정나미 떨어져 재방이고 뭐고 무관심하다 오늘 체널 돌리다 잠깐 봤는데. 곽미향 태연하게  나오는거 보고 착한척이란 저런걸 보고 말하는 거구나 싶은게 이수임 욕하던 인간들 진정 욕할 곽미향에겐 관대하구나 싶은게 어이없고 혜나 죽음으로 부터 결코 편치못할 곽미향이 예서 4살때부터 고생 했다는둥 서울의대 포기로 죄값 치른것처럼 물타기하는 결말에 작가한테 실망이고 20회에서 삼류 드라마는 한 회로도 충분하구나 새삼 깨닫는다,2019-02-08 00:5,1,6
무튼 대단하신님들 원하시는거 다이루시길 ~ ㅠㅠ,2019-02-08 00:5,0,0
나도 겨님같은분 안만나고싶음 ㅠ,2019-02-08 00:5,0,1
R님이 하도 곽미향좋아한다해서여 ㅋ ㅋ,2019-02-08 00:5,0,0
이제 톡방도 끝날무렵이구만 혹여라도 다시 오면 나테 그만 시비걸길 소울,2019-02-08 00:5,0,1
미향이 거짓으로 신분세탁하고 은혜존재도 알고있었던건 팩트잖아여 은혜에게 영향을크게준인물이니 해나가 자기엄마가 더 뛰어난거 보여주고싶다한거고여 전 왜곡한덕없읍니다 ㅠㅠ,2019-02-08 00:5,2,1
여기서 누구 누구 사귀라는것도 ㅋㅋ진심 연구대상ㅍㅎㅎ,2019-02-08 00:5,1,0
그건 차파국인데~,2019-02-08 00:5,0,0
곽미향 좋아함.,2019-02-08 00:5,1,0
나 강한 사람 좋아한다.,2019-02-08 00:5,0,0
RnB님은 황치영 우양우 섞었음? ㅎㅎ애들로 보면 기준이 수한이 섞은건가 ㅋㅋ,2019-02-08 00:4,1,0
진심 r님과 겨울비님 사귀삼 ㅎ,2019-02-08 00:4,0,0
아놔 웃겨서 잠 다잤다 ㅋㅋㅋ,2019-02-08 00:4,0,0
ㅍㅎㅎ 진심 코미디네 ㅋㅋㅋㅋ,2019-02-08 00:4,0,0
톡방에 우주 엄마등장해서 구경왔다.,2019-02-08 00:4,0,0
미떼님 아 오해해서 지송여,2019-02-08 00:4,0,0
뭐가잘못됫다생각하셔서 왜곡이라고까지표현하시는지 은혜가병으로 죽었지만 미향이 준상을뺏았고 화병이난걸수도있져 은혜도 미향과다를게없었는데 미향이 거짓말 처세술에능해서 뺏어간거잖아여 준상탓도 더크지만여 ㅠㅠ,2019-02-08 00:4,2,2
톡방 자주 못와서 몰랐는데 미향클럽이라ㅋㅋㅋ 재밌는 표현이긴 하네요 ㅣㅋ,2019-02-08 00:4,1,0
그리고 무조건 미향클럽으로 몰지 마시구여.. 불쾌하네요 누구보다 곽미향 싫어하는 제 입장에서ㅋ,2019-02-08 00:4,0,1
미향클럽이든 머든 날 신기해하는 소울이난 연구대상 ㅋㅋㅋ 건들지 말고 가자,2019-02-08 00:4,1,0
진심 신기함 ㅋ ㅋ ㅋ,2019-02-08 00:4,0,0
저는 의견충돌 하기 싫어서 나랑 다른 의견은 그냥 패쓰해요 단지 사실을 왜곡해석하는거.. 아닌건 아니라고 말을 하는편인데 소울향기님 질못 해석하고 계시는데 계속 우기시니 두분의 지루한 공방이 계속 되니 보는 입장에서 답답해서 올린 글입니다,2019-02-08 00:4,0,2
겨울비님이 넘특이하개 느껴져서여 미향을 그리표현하는분 별로못봐서여 제가 호기심이좀많아서여 ㅋ ㅋ 글구 왜곡까진아니져 ㅠ,2019-02-08 00:4,0,1
내가 분명 내 닉넴 그만 거론하고 서로 건드리지 말자고 했는데계속 그러고. 나 좋아함? ㅍㅎㅎ,2019-02-08 00:4,1,0
멀라요 나만 보면 주부냐 몇살이냐 부럽다이해력 분별력 찾아가며 ㅋㅋㅋㅋㅋㅋㅋ 진심 연구대상,2019-02-08 00:4,1,1
저는 미향클럽 아니고 겨울비님 의견에 공감하는거 아니고 사실을 왜곡하지는 말자는겁니다ㅋ,2019-02-08 00:4,0,0
아 그건 하도신기햐서 물어본거에여 그부분은 지송 ㅋ,2019-02-08 00:3,0,0
남의거뺏는것도 아닌겁니다 미향성격 캐릭상 준상에게 의구심을 갖는느낌이였읍니다 다들참 미향클럽이시네 ㅠ,2019-02-08 00:3,0,1
그리고 싱대가 원치않는데 개인신상 묻는거 실례아님?,2019-02-08 00:3,0,0
아닌건 아니기에 하는말입니다ㅋ,2019-02-08 00:3,0,0
미떼님 내말이 그말 ㅋ 아놔 답답해 죽는줄 ㅋ,2019-02-08 00:3,0,0
아는형님에 스앵님 찐찐 나오네 대박기대,2019-02-08 00:3,1,0
소문듣고 이제부터 볼려고 했는데 벌써 끝났어요??,2019-02-08 00:3,0,0
정애리님 보톡스가 너무 과해서 표정연기가 안보여요...,2019-02-08 00:2,0,0
미향이때문에 김은혜가 죽었다는건 넘 억지고 김은혜가 딸이 있었다면 말을 안했을리가 없다는게 무슨 강준상이 말을 안했을리 없다는 뜻이라고 우기는건지,2019-02-08 00:2,0,2
드라마 맘대로 해석하고 남한테 지적질하는 한분 넘 이상하심,2019-02-08 00:2,0,0
우주 춤 이상해,2019-02-08 00:2,0,0
조병규 눈웃음 이쁘다,2019-02-08 00:1,1,0
영재 아빠 엄마역 하신분들 연기 대단하시다 진짜,2019-02-08 00:1,0,0
어우진짜상황극하는거개극혐존나오글;,2019-02-08 00:1,1,0
우주는 주접떠는거 싫어하네... ㅋㅋㅋㅋ,2019-02-08 00:0,0,0
우주표정ᆢㅋㅋ,2019-02-08 00:0,0,0
여자놓고 도망갈 놈이네~~~^^,2019-02-08 00:0,0,0
사슴님! 토닥 토닥.그만큼 건강한 관계라는.,2019-02-07 23:5,1,0
에효...사슴님/...내일은 화해하셔용~~~♡,2019-02-07 23:5,0,0
12시가 다가오네요.전 이만 잘거예요.사랑하는 톡방님들 안녕히 주무세요^^,2019-02-07 23:5,2,0
ㅎ 미요님  그래서 티비를 못보고있어요.거실은 신랑  구역이라서,2019-02-07 23:5,0,0
명절동안 태풍의 눈  상태였다가 컴백홈해서 그동안 배려심없던 행동과 말투 모두 기억했던거  한꺼번에 분출ㅎ아 개운해요,2019-02-07 23:5,0,0
사슴님/...젊네~~ㅋㅋ 부부싸움도하고^^,2019-02-07 23:5,1,0
저는 ㅎㅎ신랑과 냉전중이라 안방에서 톡수 올려요.근데  왜 무서워요?,2019-02-07 23:5,1,0
병규님 잘생겼어요~,2019-02-07 23:5,0,0
사슴님/...그춍~??...여유인가??^^,2019-02-07 23:5,1,0
사슴씨 티비안보고 모하세욤??무서워영.......ㅜㅜㅜㅜㅜㅜ,2019-02-07 23:5,0,1
사실 예빈이가 반평생 연기 어리지만 ㅎ그렇더라구요ㅋ,2019-02-07 23:5,0,0
서준이는  말투가 징징이네...^^,2019-02-07 23:5,0,0
염정화띠랑 이수임띠는 방송에 안나오나??ㅜㅜ,2019-02-07 23:5,0,1
ㅎㅎ저도 그생각 연예계 마당발같은,2019-02-07 23:5,1,0
조병규는 자세가  몇십년 연예생활한 자센데요~??,2019-02-07 23:4,0,0
얼핏 정준호씨 인터뷰에 연기자들도 결말 세게 나가야한다고  했으나 작가가 ㅠ,2019-02-07 23:4,0,1
"오늘 방송은 황치영 전화 연결하고,,, 각자 전작 이야기 많이하네요~~^^",2019-02-07 23:4,0,0
잘생김 인정 벗뜨. . . 잘난척은 잘생김과는 아주 다르지요.,2019-02-07 23:4,2,0
아~~그랫군요~??...지난번에는 끝부분만 봐서...^^,2019-02-07 23:4,0,0
병규 존잘,2019-02-07 23:4,1,0
조병규 홧팅~!!!,2019-02-07 23:4,0,0
잘난척이 아니라 잘나보이던데,2019-02-07 23:4,0,0
아 오늘 해투 엑기스  좀ㅠ 티비 못봐서,2019-02-07 23:4,0,1
사슴님/..해피투게더...캐슬 아이들 2탄 하네요~~^^,2019-02-07 23:4,0,0
조병규 저번주 해투에서 인맥 거들먹거리고. .. 저 아빠 회사 임윈어쩌고 저쩌고 아ㅠ 앞선 예능  넘 지 잘난척  인기상승에 어깨 힘빡 들어감ㅋ,2019-02-07 23:4,1,1
연예계 대중들에게 노출되는 직업이라말조심하지 않으면 한방에 훅이죠.,2019-02-07 23:4,0,0
해피투개더,2019-02-07 23:4,0,0
해피투게더요,2019-02-07 23:4,0,0
와 개재밋다 해투,2019-02-07 23:4,0,0
애교두 타고나야할듯~~~ ㅋㅋ,2019-02-07 23:4,0,0
오늘 스캐 뭔 예능 본방중인가요??,2019-02-07 23:4,0,0
역시ᆢᆢ,2019-02-07 23:4,0,0
ㅋㅋ 저는 막내 며늘임에도 애교는 저기 삼만리 ㅎ,2019-02-07 23:4,0,0
그러게요~~^^내 눈에도  조병규ᆢᆢ위태해보이네.....,2019-02-07 23:4,0,0
조병규 좋은데~,2019-02-07 23:4,0,0
스카이캐슬 정주행 중인데 너무 소름돋네요 ㅎㄷㄷ하,2019-02-07 23:4,1,1
결국 혜나가 벽돌 만지건 예서 밀어내고 스카이캐슬에서 아빠 인정받고 살 생각에 뿌듯했던거네아까 누가 진짜 사악하다던데 생각해보니그러네ㅋㅋ,2019-02-07 23:3,0,0
ㅋㅋㅋㅋ사슴님/...전혀~~...시어른덜이 어려워 하시던데~~ ㅋㅋㅋㅋ,2019-02-07 23:3,0,1
스카이캐슬!,2019-02-07 23:3,0,0
조병규 저 욕마니 했어요. 허세덩어리.입단속 잘해야할듯 아님 연예계 성공은 그닥ㅠ,2019-02-07 23:3,2,2
우주랑 서준이는 조신하네~~남자가 저리 조신해야지.. ㅋㅋㅋㅋ,2019-02-07 23:3,0,0
병규ㅈㅓ땐이사태몰랐겠지 안타깝,2019-02-07 23:3,0,0
사랑많이 받으실듯요.스캐 극중 우야우 위로 누나 3인가4인가에 막둥이 우양우 완전 우쭈쭈 찐찐이 외며늘 사랑마니 받은느낌 미요님  비슷하지않을까 애교많공,2019-02-07 23:3,2,0
예빈808이래~~~ㅋㅋㅋ,2019-02-07 23:3,0,0
조병규는 가만히  있어도 왜 허세로 보이지??...저만 느끼는건가~~~^^,2019-02-07 23:3,0,0
ㅋㅋ저!!...외며눌!!...일년에 두번인게 천만다행이에요~^^,2019-02-07 23:3,0,0
산청 . .고생많으셨어요. 명절 없었으면. ㅠ며느리들은 넘 힘들어요  그쵸ㅠ,2019-02-07 23:3,0,2
ㅎㅎㅎ 사슴님/...개고생ㅋㅋㅋ 시댁이 경남산청 산골짜기 댕겨왔지요~~~,2019-02-07 23:2,0,0
미요님 잘있으시죠. . 드라마 끝나고 톡방서 볼수없어 마니 아쉬웠어요.,2019-02-07 23:2,1,0
혜윤이하고̄̈ 병규하고̄̈ ㄹㅇ 사귀나보다ㅜㅠ라디오때도 둘이 사이가 오묘하고̄̈지금 혜윤이랑 페이스톡 자주한대ㅜㅜ,2019-02-07 23:2,0,0
소울향기님/...ㅋㅋㅋ곧~~다시보기로 보려구요^^,2019-02-07 23:2,1,0
에구 끝났는데도 계속 내일 11시 생각하고 있넹..,2019-02-07 23:2,0,0
명작!!!!!!!!,2019-02-07 23:1,0,0
마요마요님 붉은울음이 그립네여 ㅋ ㅋ ㅋ,2019-02-07 23:1,0,1
맞아여 우주아빠 목소리짱이져 ㅋ,2019-02-07 23:1,0,0
ㅋㅋㅋ예서있냐고 묻네 ㅋㅋㅋ,2019-02-07 23:1,0,0
황치영 전화목소리 참 좋네요^^,2019-02-07 23:1,1,0
사슴님/...반갑네요..^^복 많이 받으셔요~~~^^,2019-02-07 23:1,0,0
감솨해요 향기님^^,2019-02-07 23:1,1,0
사슴님의견 찬성이여 ㅋ ㅋ,2019-02-07 23:0,0,0
혜나 부활절에  부활 예정임,2019-02-07 23:0,0,0
사실 인정할건 인정해야죠. .마지막회만 1회분량이 최악이지 나머지 1ㅡ19회는 정말단연 독보적인 최고라고 인정합니다. 그동안 수고많으셨어요. 다음부터는 연장절대  노노. 무리한 반전 시도 심사숙고 하시길요.수습안되면 결말 전국민  욕바가지로 먹고 100세 장수할겁니다ㅎ,2019-02-07 23:0,4,2
오늘 스카이캐슬 특집 해투 2. 하네요~,2019-02-07 23:0,0,0
혜나 부활 비대위 라도 결성할까요ㅋㅋㅋ,2019-02-07 23:0,0,0
그레이스님과 언급하신 톡방님들 덕분에 더또한 즐거운 시간이었습니다.30일 정지당한   렉시님도 계셨고 넘 아쉽네요.그래서 여기서 기웃기웃 아 까렌님. 미요님도 계셨고. .기억한계로 생각 급 안나지만. . . 많은분들 있어 좋았어요,2019-02-07 22:5,1,1
사슴님 소울향기님 제인님 한채경님오페랄라님 우리는 스페셜한 케이스가아니어서 반가웠습니다.,2019-02-07 22:5,0,0
최근 본 드라마중 재미있게 봣네요! 부모의 마음 자녀의 마음 모든것이 사실적으로 잘 본 드라마에요 ! 보는 내내 곽미향은 맘고생 제일 많이 한듯해요 ㅎ ㅎ,2019-02-07 22:4,2,0
정치영화.조폭세계. 치정내연관계. 아주 원한 사무친경우에 행해지던 청부살인 사주가 청소년 아무 원한 없는 자사고 범생  여학생 상대로 청부살인 이게 말이되냐고 참ㅠ어이없다,2019-02-07 22:4,0,6
그레이스님 제가 제일 분노한게  청소년 청부살인 . . . 그것도 원한 하나없는 관계.ㅠ,2019-02-07 22:4,0,3
미움인지 애정인지 아직도  스캐방에 떠도는 나ㅎ,2019-02-07 22:4,1,0
어린 소녀를 처참히 죽인 것이작가의 가장 큰 무리수 맞습니다.,2019-02-07 22:4,0,1
관성대로 톡방에 들어와 보니 아직도아쉬움에 갑론을박 ㅎㅎ온갖 자극적인 장치 다 해놓고 막판에수습 못하고 부자연스런 해피엔딩이니.,2019-02-07 22:4,1,1
곽미향 끝까지가서 붉은울음이 처단했어야하는데 ㅋ ㅋ ㅋ 가장위대한것도 엄마이고 가장무서운것도 엄마다  ㅠㅠㅠ,2019-02-07 22:4,0,1
모든 문제점의 근원지는 청소년 죽음이다. 너무 극단적 연장 스토리반전으로 청소년 청부살인이니 결말 극적 반전 못들어갔다. 왜 혜나 죽여서 결말 반전없는 똥작을ㅠ,2019-02-07 22:3,0,3
시청자 수준 스카이급이다. 제발 인식하고 수준맞춘 드라마 제작에 신경써주시길,2019-02-07 22:3,0,0
ㅋ,2019-02-07 22:3,0,0
ㅋ,2019-02-07 22:3,0,0
ㅋ,2019-02-07 22:3,0,0
연출좀 과하긴했더라구여 그런추측할만했더라구여 넘연기들 소름끼치게 잘하시고 ㅋ,2019-02-07 22:3,1,0
작가가 잘못 했네.,2019-02-07 22:3,0,1
진정부러워서 그러는데 겨울비 주부임?,2019-02-07 22:3,0,0
그리고  혜나 머리빗 왜 보여주고 온갖  억측 추측 시간낭비하고 하고. . . 완전 사기 위올라이다,2019-02-07 22:2,0,0
그래도 곽미향 처럼 사는게 영리한거지.,2019-02-07 22:2,0,0
혜나를 동정하는 사람이  많다는건  아직   사람들이 따뜻한 마음이  남아 있다는 거군,2019-02-07 22:2,1,0
막판 개짜증 만땅 보고나서 열받아서 못먹던 소주 나발불었다ㅠ,2019-02-07 22:2,0,2
부러우면 지는건데 ㅍㅎㅎㅎㅎ,2019-02-07 22:2,0,0
그래도 그나마 딸바보다 나은걸로 위로했음 ㅋ,2019-02-07 22:2,1,0
주영쓰엥님이 청부한건 해나뿐임 ㅋ ㅋ,2019-02-07 22:2,0,0
막판 시청자 배신 드라마,2019-02-07 22:2,0,0
서준아 사랑해♥♥,2019-02-07 22:1,1,1
스캐 인생작임.....배우들 다른 드라마에서 다시 만나길해투도 재밌게 봄!,2019-02-07 22:1,0,0
부러운 겨울비 ㅋ ㅋ ㅋ,2019-02-07 22:1,1,0
ㅋㅋㅋ 이 드라마 시작이 미향이 과연영재엄마처럼 되는야 알고도 그 길로 가느냐인데 안가는걸로 그릴건데 스릴 넘치게 혜나등장시켜 시청률도 올리고 미향이 욕심이얼마나 큰건지 요즘 엄마들 빗댄거지죽이는건 이렇게 반향이 클 줄 몰랐던작가  개오바맞음그래도 각가정이 반성하고 내려놓고해피해지는게 큰그림이였을것.,2019-02-07 21:4,0,2
곽미향들 구경하는거  정말 좋았는데  또 곽미향들 왔으면 좋겠다. 내가 이걸 이제 알다니,2019-02-07 21:4,0,0
철구왔다. 아는척 하는거지.,2019-02-07 21:4,0,0
ㅊㄱㅇ이 뭐임,2019-02-07 21:3,0,0
ㅊㄱㅇ,2019-02-07 21:2,0,0
ㅊㄱㅇ,2019-02-07 21:2,0,0
